name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,150000,670000,10000,310000,1150000,83,9,7.9,14,EA Sports,E
Donkey Konga,GC,2003,Misc,Nintendo,500000,160000,460000,30000,1150000,76,55,8.3,21,Namco,E
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1120000,0,30000,1150000,92,40,8.5,2360,Infinity Ward,M
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0,0,1150000,0,1150000,,,,,,
Tak and the Power of Juju,PS2,2003,Platform,THQ,560000,440000,0,150000,1150000,68,28,9,28,Avalanche Software,E
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,390000,570000,0,190000,1150000,62,44,5.1,164,Yuke's,T
Asteroids,PS,1998,Shooter,Success,640000,430000,0,70000,1150000,,,,,,
Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1070000,70000,1150000,,,,,,
Action Bass,PS,2000,Action,Take-Two Interactive,640000,430000,0,70000,1140000,51,8,tbd,,Vingt-et-un Systems,E
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,440000,340000,250000,110000,1140000,79,33,8.4,38,K2 LLC,M
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,780000,30000,200000,130000,1140000,91,77,9.1,933,SCE Japan Studio,T
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,250000,170000,650000,70000,1140000,81,12,8.5,17,SquareSoft,E
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,570000,320000,90000,160000,1140000,88,46,7.5,155,Team Ninja,M
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,490000,460000,0,190000,1140000,74,22,7.5,121,Yuke's,T
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,470000,260000,350000,70000,1140000,56,36,7.1,50,Ambrella,E10+
007: Quantum of Solace,PS3,2008,Action,Activision,430000,510000,20000,190000,1140000,65,42,6.6,47,Treyarch,T
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,950000,40000,0,160000,1140000,76,27,9,21,Konami Computer Entertainment Hawaii,E10+
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,410000,230000,470000,30000,1140000,,,,,,
Super R.C. Pro-Am,GB,1991,Racing,Nintendo,580000,370000,150000,40000,1140000,,,,,,
South Park,N64,1998,Shooter,Acclaim Entertainment,900000,230000,0,20000,1140000,,,,,,
Commando,NES,1986,Action,Capcom,710000,160000,250000,30000,1140000,,,,,,
Pilotwings,SNES,1990,Simulation,Nintendo,460000,170000,480000,20000,1140000,,,,,,
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,710000,380000,0,50000,1140000,84,31,9.1,31,EA Games,T
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,820000,300000,0,20000,1140000,,,,,,
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,310000,30000,760000,40000,1140000,81,66,8.8,32,Clap Hanz,E
Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,0,510000,0,620000,1140000,,,,,,
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,450000,450000,60000,180000,1140000,,,7.4,17,Rockstar San Diego,M
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,750000,210000,50000,120000,1140000,,,,,,
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,630000,400000,0,100000,1140000,81,89,7.7,1137,Insomniac Games,M
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,120000,100000,880000,30000,1140000,73,15,8.8,32,Capcom,T
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,700000,390000,10000,30000,1140000,,,,,,
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,410000,450000,110000,170000,1140000,79,60,8.2,201,CyberConnect2,T
MechAssault,XB,2002,Simulation,Microsoft Game Studios,1010000,100000,0,30000,1130000,87,32,8,47,Day 1 Studios,T
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,760000,270000,0,100000,1130000,80,15,tbd,,Electronic Arts,E
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0,0,1060000,70000,1130000,,,,,,
Cars,GBA,2006,Racing,THQ,810000,300000,0,20000,1130000,50,8,4.7,6,Helixe,E
Watch Dogs 2,PS4,2016,Action,Ubisoft,370000,580000,0,180000,1130000,83,88,7.8,621,Ubisoft Montreal,M
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,610000,430000,0,90000,1130000,67,25,6.1,31,Traveller's Tales,E10+
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,990000,120000,0,20000,1130000,84,55,8.6,14,Ubisoft Montreal,M
Donkey Kong,NES,1983,Platform,Nintendo,230000,50000,840000,10000,1130000,,,,,,
Mirror's Edge,PS3,2008,Platform,Electronic Arts,310000,580000,20000,220000,1130000,79,66,7.8,362,EA DICE,T
Guitar Hero 5,X360,2009,Misc,Activision,650000,370000,0,110000,1130000,85,69,6.8,108,Neversoft Entertainment,T
Alien: Isolation,PS4,2014,Shooter,Sega,340000,570000,40000,170000,1130000,79,50,8.1,795,Creative Assembly,M
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,630000,430000,0,70000,1130000,,,,,,
Fantasy Life,3DS,2012,Role-Playing,Nintendo,330000,370000,370000,60000,1130000,73,51,8.6,209,"Level 5, Brownie Brown",E10+
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo,810000,300000,0,20000,1130000,,,,,,
SingStar,PS3,2007,Misc,Sony Computer Entertainment,450000,560000,0,120000,1130000,82,48,5.9,15,SCEE London Studio,T
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,530000,330000,170000,80000,1120000,73,73,7.6,179,Nintendo,E
Moon Patrol,2600,1982,Shooter,Atari,1050000,60000,0,10000,1120000,,,,,,
Supercar Street Challenge,PS2,2001,Racing,Activision,550000,430000,0,140000,1120000,57,15,7.6,9,Exakt,E
Pilotwings 64,N64,1996,Simulation,Nintendo,560000,240000,300000,20000,1120000,,,,,,
Rabbids Go Home,Wii,2009,Platform,Ubisoft,250000,740000,0,140000,1120000,78,50,8.3,32,Ubisoft Montpellier,E10+
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,500000,400000,60000,160000,1120000,82,85,8.4,201,United Front Games,E
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1030000,0,10000,80000,1120000,82,44,8.6,63,Zipper Interactive,M
Rocksmith,PS3,2011,Misc,Ubisoft,530000,360000,90000,150000,1120000,80,27,8.3,52,Ubisoft,T
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,660000,400000,0,50000,1120000,78,46,5.1,27,Treyarch,T
Yoshi's Cookie,NES,1992,Puzzle,Nintendo,410000,60000,630000,20000,1120000,,,,,,
Rocksmith,X360,2011,Misc,Ubisoft,840000,190000,10000,80000,1120000,77,30,8.2,62,Ubisoft,T
Guitar Hero 5,PS2,2009,Misc,Activision,280000,300000,0,540000,1120000,71,4,2.6,10,BudCat,T
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1120000,0,0,1120000,86,15,8,19,Sports Interactive,E
Yakuza 3,PS3,2009,Action,Sega,210000,200000,620000,80000,1120000,79,77,8.1,165,Ryu ga Gotoku Studios,M
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,360000,230000,380000,150000,1120000,93,61,9.2,1228,Atlus,M
Spider-Man 2,XB,2004,Action,Activision,820000,260000,0,40000,1120000,83,60,8.3,40,Treyarch,T
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,630000,360000,20000,100000,1120000,70,91,6,202,Ruffian Games,M
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,670000,290000,0,150000,1120000,88,60,8.7,59,Harmonix Music Systems,T
Dragon Age II,X360,2011,Action,Electronic Arts,720000,290000,10000,90000,1110000,79,75,4.5,2380,BioWare,M
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,850000,230000,0,40000,1110000,74,38,7.6,51,Valve Software,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,630000,370000,0,110000,1110000,,,,,,
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,920000,40000,0,150000,1110000,69,50,6.3,31,Harmonix Music Systems,T
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,450000,490000,0,180000,1110000,84,52,7.3,95,EA Canada,M
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,680000,380000,0,50000,1110000,94,70,9,160,Ubisoft Montreal,M
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,950000,140000,0,30000,1110000,,,,,,
Donkey Kong Jr.,NES,1983,Platform,Nintendo,330000,70000,700000,10000,1110000,,,,,,
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1100000,10000,1110000,,,,,,
Legend of Mana,PS,1999,Role-Playing,SquareSoft,180000,130000,730000,70000,1110000,,,,,,
Pikmin 3,WiiU,2013,Strategy,Nintendo,440000,320000,290000,70000,1110000,87,79,8.7,664,Nintendo,E10+
WWE 2K14,X360,2013,Sports,Take-Two Interactive,640000,370000,0,100000,1110000,75,43,7.7,100,Yuke's,T
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,300000,520000,120000,160000,1110000,69,50,7.7,598,Dimps Corporation,T
Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,520000,350000,0,230000,1110000,,,,,,
Megamania,2600,1981,Shooter,Activision,1030000,60000,0,10000,1100000,,,,,,
Jungle Hunt,2600,1982,Platform,Atari,1030000,60000,0,10000,1100000,,,,,,
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,500000,350000,100000,150000,1100000,85,62,8,468,Mercury Steam,M
Triple Play 98,PS,1997,Sports,Electronic Arts,610000,420000,0,70000,1100000,,,,,,
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,900000,120000,0,80000,1100000,81,23,7.4,29,TOSE,E10+
Lode Runner,NES,1984,Puzzle,Hudson Soft,0,0,1100000,0,1100000,,,,,,
The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft,0,0,1100000,0,1100000,,,,,,
Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0,0,1100000,0,1100000,,,,,,
F-Zero X,N64,1998,Racing,Nintendo,450000,330000,290000,30000,1100000,,,,,,
Popeye,NES,1983,Platform,Nintendo,510000,120000,450000,20000,1100000,,,,,,
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,0,0,1100000,0,1100000,,,,,,
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,520000,420000,0,150000,1100000,,,,,,
NBA Live 2001,PS2,2001,Sports,Electronic Arts,520000,400000,40000,130000,1100000,74,18,tbd,,EA Sports,E
SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,120000,750000,0,230000,1100000,76,25,tbd,,SCEE London Studio,T
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0,840000,0,250000,1100000,,,,,,
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,540000,210000,310000,40000,1100000,86,60,8.5,176,Namco,T
LEGO City Undercover,WiiU,2013,Platform,Nintendo,470000,420000,130000,80000,1100000,80,66,8.2,283,TT Games,E10+
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,530000,450000,0,120000,1100000,61,16,6.9,14,EA Games,E10+
GRID,PS3,2008,Racing,Codemasters,310000,560000,30000,200000,1100000,87,39,8.1,109,Codemasters,E
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,450000,520000,10000,120000,1100000,73,54,6.7,77,Electronic Arts,T
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,260000,100000,720000,20000,1100000,80,13,8.5,44,Tri-Ace,E
Petz Dogz 2,DS,2007,Simulation,Ubisoft,460000,510000,0,120000,1100000,,,tbd,,MTO,E
NCAA Football 14,X360,2013,Sports,Electronic Arts,1010000,0,0,80000,1090000,77,18,5.8,74,EA Tiburon,E
Yakuza 2,PS2,2006,Adventure,Sega,50000,40000,840000,160000,1090000,77,34,8.1,52,Amusement Vision,M
Guitar Hero 5,PS3,2009,Misc,Activision,530000,390000,0,170000,1090000,86,54,5.7,87,Neversoft Entertainment,T
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,780000,290000,0,20000,1090000,75,21,8.9,39,Webfoot Technologies,E
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,910000,90000,0,90000,1090000,66,13,4.4,7,"EA Redwood Shores, EA Salt Lake",E10+
NFL 2K1,DC,2000,Sports,Sega,1020000,50000,0,20000,1090000,97,22,6,47,Visual Concepts,E
BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0,0,1070000,20000,1090000,,,,,,
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,540000,330000,10000,220000,1090000,68,51,7.6,58,Sony Online Entertainment,T
Project CARS,PS4,2015,Racing,Slightly Mad Studios,200000,700000,20000,160000,1090000,83,37,6.6,363,Slightly Mad Studios,E
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1020000,20000,0,50000,1090000,92,27,8.3,48,EA Tiburon,E
Sonic and the Black Knight,Wii,2009,Platform,Sega,640000,340000,10000,100000,1090000,54,51,6.9,198,Sonic Team,E10+
The Godfather,PS2,2006,Action,Electronic Arts,890000,30000,10000,150000,1090000,75,56,8.3,99,Electronic Arts,M
Sonic Free Riders,X360,2010,Racing,Sega,740000,250000,0,90000,1090000,47,52,2.1,98,Sega,E
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,530000,420000,0,140000,1090000,65,32,8.3,33,LucasArts,T
Densha De Go!,PS,1997,Simulation,Taito,0,0,1020000,70000,1090000,,,,,,
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,440000,460000,10000,180000,1090000,74,42,6.9,41,Yuke's,T
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,610000,380000,0,100000,1090000,66,8,tbd,,Traveller's Tales,E
NCAA Football 13,X360,2012,Action,Electronic Arts,1020000,0,0,70000,1090000,76,20,5.5,65,EA Tiburon,E
Skate 2,X360,2009,Sports,Electronic Arts,820000,170000,10000,90000,1090000,84,70,8,72,EA Black Box,T
NFL Blitz 2000,PS,1998,Sports,Midway Games,600000,410000,0,70000,1090000,,,,,,
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,530000,410000,0,140000,1080000,88,15,8.9,77,EA Tiburon,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,530000,410000,0,140000,1080000,,,6.6,41,Big Sky Software,E
Imagine: Babysitters,DS,2008,Simulation,Ubisoft,630000,350000,0,100000,1080000,,,tbd,,Visual Impact,E
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,750000,180000,0,160000,1080000,73,28,7.2,9,TOSE,E10+
Fisherman's Bass Club,PS2,2002,Sports,Agetec,530000,410000,0,140000,1080000,,,tbd,,Vingt-et-un Systems,E
Empire: Total War,PC,2009,Strategy,Sega,10000,970000,0,100000,1080000,90,62,6.9,2981,Creative Assembly,T
Virtua Fighter 5,PS3,2007,Fighting,Sega,290000,510000,80000,200000,1080000,85,47,7.4,67,Sega AM2,T
Dante's Inferno,PS3,2010,Action,Electronic Arts,640000,280000,40000,130000,1080000,75,69,7.5,265,Visceral Games,M
Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,510000,400000,0,160000,1080000,,,,,,
Joust,2600,1982,Platform,Atari,1010000,60000,0,10000,1080000,,,,,,
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,640000,340000,0,100000,1080000,58,21,6,19,Ubisoft Shanghai/Paris,T
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,370000,300000,280000,130000,1080000,,,,,,
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,420000,580000,0,80000,1080000,91,90,7.4,594,Playground Games,E
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,640000,340000,0,100000,1080000,,,,,,
Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,600000,410000,0,70000,1080000,,,,,,
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,430000,400000,0,240000,1080000,70,10,8.1,49,Krome Studios,T
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,770000,290000,0,20000,1080000,40,23,6.1,22,Webfoot Technologies,T
Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,770000,290000,0,20000,1080000,,,,,,
Star Fox: Assault,GC,2005,Shooter,Nintendo,680000,180000,190000,30000,1080000,67,59,8.1,106,Namco,T
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,510000,470000,0,90000,1080000,69,6,7.3,121,PopCap,E10+
The Simpsons Game,PSP,2007,Action,Electronic Arts,240000,540000,0,300000,1070000,59,7,6.7,15,"Electronic Arts, Rebellion",T
Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,1000000,70000,1070000,,,,,,
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,960000,30000,0,80000,1070000,47,9,5,38,Amaze Entertainment,E
Call of Duty 3,PS2,2006,Shooter,Activision,890000,30000,0,150000,1070000,82,14,7.4,83,Treyarch,T
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,260000,690000,0,120000,1070000,73,17,7.3,8,EA Sports,E
Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,650000,320000,0,100000,1070000,,,tbd,,"Lexis Numerique, Virtual Toys",E
Prince of Persia,PS3,2008,Action,Ubisoft,470000,400000,30000,170000,1070000,85,59,7.3,245,Ubisoft Montreal,T
Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,980000,0,90000,1070000,,,,,,
Virtua Fighter,SAT,1994,Fighting,Sega,170000,120000,770000,20000,1070000,,,,,,
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,530000,10000,0,540000,1070000,,,7.7,31,Yuke's,T
The Biggest Loser,Wii,2009,Sports,THQ,860000,120000,0,90000,1070000,,,,,,
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,790000,180000,30000,70000,1070000,,,,,,
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,530000,420000,10000,110000,1070000,76,57,6.6,198,Crystal Dynamics,T
NHL 99,PS,1997,Sports,Electronic Arts,590000,400000,0,70000,1070000,,,,,,
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,80000,900000,40000,50000,1070000,76,29,7.8,36,Konami,E
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,740000,150000,130000,50000,1070000,86,57,8.4,96,Namco,T
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,600000,360000,0,110000,1070000,88,44,8.8,57,EA Tiburon,E
MySims Agents,DS,2009,Adventure,Electronic Arts,540000,420000,0,110000,1070000,60,5,tbd,,TOSE,E
Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,170000,120000,710000,70000,1070000,,,,,,
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,100000,630000,0,340000,1070000,70,31,5.6,5,SCEE,E
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,490000,340000,90000,150000,1070000,75,32,8.6,95,CyberConnect2,T
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,570000,380000,20000,100000,1070000,,,7.6,18,Rockstar San Diego,M
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,310000,200000,450000,110000,1070000,66,62,5.9,552,Square Enix,T
Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,590000,400000,0,70000,1070000,,,,,,
NCAA Football 99,PS,1998,Sports,Electronic Arts,590000,400000,0,70000,1060000,,,,,,
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,880000,40000,0,140000,1060000,75,43,8.5,84,Midway,M
Freekstyle,PS2,2002,Racing,Electronic Arts,520000,410000,0,140000,1060000,81,25,7.3,14,Page 44 Studios,E
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,280000,490000,30000,270000,1060000,90,77,7.3,146,Rockstar Leeds,M
Spore Creatures,DS,2008,Simulation,Electronic Arts,660000,300000,0,100000,1060000,65,20,6.5,21,Griptonite Games,E
The Orange Box,PS3,2007,Shooter,Electronic Arts,280000,580000,0,210000,1060000,89,21,8.4,188,EA Games,M
Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0,0,990000,70000,1060000,,,,,,
DJ Hero,X360,2009,Misc,Activision,560000,390000,0,110000,1060000,84,72,8,42,FreeStyleGames,T
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,530000,400000,30000,110000,1060000,80,56,8.3,154,"Mad Doc Software, Rockstar Vancouver",T
NBA Street V3,PS2,2005,Sports,Electronic Arts,520000,410000,0,140000,1060000,89,36,8.7,37,EA Canada,E
Worms Armageddon,PS,1999,Strategy,Microprose,180000,810000,0,80000,1060000,,,,,,
Hulk,PS2,2003,Action,Universal Interactive,520000,410000,0,140000,1060000,71,28,8.3,22,Radical Entertainment,T
Overwatch,XOne,2016,Shooter,Activision,630000,330000,0,100000,1060000,91,18,5.6,668,Blizzard Entertainment,T
NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1010000,50000,0,10000,1060000,,,,,,
NFL Blitz,N64,1998,Sports,Midway Games,1020000,40000,0,10000,1060000,,,,,,
Aliens vs Predator,X360,2010,Shooter,Sega,550000,400000,0,110000,1060000,64,64,7.3,247,Rebellion,M
Skylanders Giants,PS3,2012,Action,Activision,360000,490000,0,200000,1060000,77,21,6.3,18,Toys for Bob,E10+
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1030000,20000,0,0,1060000,87,21,9.1,639,Blizzard North,M
Endless Ocean,Wii,2007,Adventure,Nintendo,430000,460000,90000,90000,1060000,72,42,8.1,61,Arika,E
Spider-Man 2,GBA,2004,Action,Activision,760000,280000,0,20000,1060000,65,12,7.7,6,Digital Eclipse,E
Seek and Destroy,PS2,2002,Racing,Play It,520000,400000,0,140000,1060000,63,9,8.8,10,Barnhouse Effect,T
Darksiders,X360,2010,Action,THQ,670000,280000,10000,100000,1060000,83,81,7.9,292,Vigil Games,M
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,650000,300000,10000,100000,1060000,72,69,7.2,152,Pandemic Studios,T
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,610000,350000,0,90000,1060000,,,6.8,73,TT Games,E10+
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,490000,390000,0,170000,1060000,84,50,8.4,183,Incognito Inc.,T
DiRT 3,PS3,2011,Racing,Codemasters,270000,570000,10000,200000,1060000,87,52,7.1,122,Codemasters,T
Sega Superstars Tennis,Wii,2008,Sports,Sega,280000,650000,0,130000,1050000,71,24,7,16,Sumo Digital,E10+
DiRT,PS3,2007,Racing,Codemasters,160000,660000,0,230000,1050000,83,32,8,32,Codemasters,E
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,950000,10000,10000,80000,1050000,75,22,6.9,36,n-Space,T
Cosmic Ark,2600,1981,Shooter,Imagic,990000,50000,0,10000,1050000,,,,,,
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,460000,310000,200000,90000,1050000,75,55,8,60,Cavia Inc.,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,810000,110000,0,130000,1050000,81,31,9,36,Zipper Interactive,T
